iter	RMSE
219	104.2410479
220	104.1136645
221	103.9686726
222	103.8871011
223	103.8317113
224	103.5720311
225	103.446891
226	103.3354278
227	103.1521007
228	103.0756264
229	102.9971033
230	102.8360445
231	102.4701716
232	102.4060474
233	102.2694796
234	102.1498826
235	101.9800703
236	101.891265
237	101.7663871
238	101.6545236
239	101.5367664
240	101.4059097
241	101.4052166
242	101.4045584
243	101.340323
244	101.2518849
245	101.06961
246	101.0026464
247	100.9431997
248	100.9095079
249	100.7890029
250	100.6896737
251	100.5376983
252	100.4310754
253	100.4298292
254	100.4286699
255	100.4280863
256	100.3123187
257	100.2291868
258	100.1441908
259	100.068186
260	99.95102216
261	99.95048231
262	99.87181434
263	99.79003563
264	99.70771337
265	99.54979576
266	99.50469005
267	99.50419409
268	99.4077867
269	99.37921537
270	99.34082107
271	99.2759662
272	99.06893918
273	99.00262531
274	98.9214336
275	98.9031128
276	98.83424952
277	98.76675376
278	98.71617784
279	98.644606
280	98.53090802
281	98.48432519
282	98.40702565
283	98.36225283
284	98.36174975
285	98.28296237
286	98.22218093
287	98.16038128
288	98.10365126
289	98.05129591
290	97.98663876
291	97.91624308
292	97.86577014
293	97.76481085
294	97.64045812
295	97.54706478
296	97.48468915
297	97.31675486
298	97.16307976
299	97.033212
300	96.97174599
301	96.87638475
302	96.76767857
303	96.70798307
304	96.58949705
305	96.54165459
306	96.48771566
307	96.43471119
308	96.39645968
309	96.34388416
310	96.2524838
311	96.20257626
312	96.12099178
313	96.03469588
314	95.92013953
315	95.86454654
316	95.81710576
317	95.7443528
318	95.6894804
319	95.6461235
320	95.60515124
321	95.46192369
322	95.34985515
323	95.22597654
324	95.12786012
325	95.02300187
326	94.96740887
327	94.93626
328	94.85699911
329	94.73476406
330	94.68042431
331	94.64412742
332	94.59983446
333	94.5481925
334	94.48970498
335	94.44198902
336	94.39529172
337	94.32108111
338	94.32059856
339	94.29762307
340	94.25027495
341	94.19474209
342	94.16328462
343	94.13298798
344	94.09990338
345	94.02310578
346	93.9337154
347	93.85494868
348	93.76380601
349	93.71487086
350	93.66676835
351	93.62379411
352	93.58675293
353	93.52368149
354	93.50818045
355	93.4738852
356	93.44018736
357	93.37038589
358	93.31807139
359	93.10031835
360	93.0669362
361	93.02499336
362	92.97099098
363	92.90490456
364	92.86767328
365	92.8378972
366	92.70811343
367	92.68023589
368	92.66421432
369	92.58102521
370	92.55079306
371	92.50444928
372	92.46185827
373	92.41691305
374	92.40606209
375	92.30554278
376	92.27290545
377	92.20454313
378	92.17561571
379	92.12562676
380	92.12472664
381	92.10013523
382	91.99535986
383	91.9496878
384	91.91886708
385	91.89911301
386	91.84104804
387	91.77736285
388	91.75748479
389	91.70729924
390	91.66150825
391	91.5626899
392	91.51072742
393	91.45432107
394	91.19255018
395	91.12969639
396	91.08782822
397	91.01416018
398	90.91914728
399	90.9017222
400	90.85940966
401	90.84371882
402	90.82878281
403	90.81890674
404	90.74695485
405	90.70485523
406	90.66798209
407	90.62331769
408	90.58027352
409	90.52113862
410	90.50881181
411	90.46564765
412	90.36839517
413	90.32268001
414	90.28016949
415	90.18053522
416	90.14850718
417	90.12869543
418	90.04895283
419	89.99935162
420	89.94088383
421	89.91209494
422	89.86965662
423	89.82910103
424	89.71888775
425	89.70157226
426	89.67243316
427	89.45810711
428	89.36265697
429	89.31344582
430	89.27111145
431	89.22911295
432	89.04269915
433	88.96733658
434	88.91844969
435	88.88175034
436	88.84075432
437	88.81569228
438	88.78372975
439	88.7438347
440	88.71819375
441	88.65146172
442	88.61970398
443	88.46114325
444	88.40431353
445	88.37132786
446	88.33230676
447	88.29052555
448	88.25428037
449	88.16955837
450	88.13111914
451	88.0665456
452	88.01267148
453	87.86165045
454	87.83529299
455	87.77043868
456	87.73480399
457	87.68507225
458	87.63938848
459	87.47992134
460	87.41557465
461	87.34498479
462	87.28691081
463	87.25398646
464	87.20794898
465	87.1778722
466	87.14758307
467	87.05057203
468	87.01523738
469	86.9896422
470	86.95264238
471	86.8962598
472	86.86351689
473	86.83188063
474	86.76373668
475	86.73565998
476	86.71358185
477	86.66781078
478	86.6400234
479	86.50350204
480	86.46481937
481	86.27818768
482	86.23321487
483	86.20187125
484	86.13295331
485	86.12007013
486	86.07228324
487	86.04159333
488	86.00094525
489	85.97588995
490	85.92293545
491	85.78550427
492	85.74300277
493	85.67804203
494	85.63654985
495	85.60777919
496	85.56898597
497	85.45368933
498	85.41673344
499	85.35234002
500	85.32643409
501	85.29776099
502	85.23905307
503	85.18331027
504	85.16184292
505	85.11943074
506	85.09346671
507	85.06192698
508	85.01117264
509	84.90040464
510	84.88895104
511	84.83639281
512	84.82827281
513	84.77290923
514	84.75974842
515	84.72070672
516	84.6988477
517	84.67288468
518	84.6322213
519	84.63185627
520	84.57279374
521	84.55269481
522	84.52842594
523	84.48822705
524	84.4697699
525	84.43400536
526	84.39080163
527	84.3600361
528	84.33029192
529	84.28782483
530	84.2427823
531	84.2237452
532	84.1881652
533	84.1725249
534	84.08925614
535	84.04921747
536	84.00978593
537	83.98158555
538	83.94318526
539	83.9069181
540	83.8539737
541	83.82804907
542	83.7975132
543	83.76897785
544	83.73594819
545	83.69645388
546	83.65221953
547	83.61982232
548	83.60652789
549	83.59454264
550	83.55741619
551	83.51266856
552	83.47232536
553	83.44239514
554	83.41157778
555	83.37908483
556	83.34602186
557	83.33122295
558	83.30508425
559	83.2343021
560	83.18236253
561	83.03533383
562	83.00950771
563	82.98670499
564	82.93582613
565	82.90583255
566	82.89090368
567	82.84461758
568	82.82045495
569	82.79496672
570	82.75854349
571	82.72488773
572	82.67310276
573	82.61778775
574	82.5435301
575	82.52974109
576	82.47162307
577	82.43020784
578	82.40445985
579	82.38085394
580	82.347949
581	82.32250796
582	82.29564773
583	82.18644722
584	82.15746711
585	82.09578692
586	82.07819606
587	82.04906857
588	82.01716627
589	81.95758803
590	81.91334628
591	81.89425787
592	81.86462383
593	81.84225258
594	81.82951849
595	81.79996665
596	81.7776207
597	81.76239044
598	81.60429968
599	81.5872146
600	81.58142557
601	81.56920956
602	81.52188109
603	81.49601084
604	81.44940006
605	81.42471023
606	81.39809393
607	81.3663565
608	81.34567645
609	81.31014824
610	81.28674223
611	81.26854619
612	81.23177558
613	81.20925885
614	81.10134509
615	81.07446723
616	80.97894672
617	80.90925774
618	80.88302993
619	80.84839964
620	80.82666621
621	80.77604713
622	80.75748088
623	80.7331566
624	80.71705217
625	80.65980564
626	80.62934169
627	80.58870073
628	80.53855869
629	80.51542388
630	80.47575417
631	80.45226448
632	80.43129607
633	80.41482401
634	80.38267561
635	80.36319144
636	80.33280999
637	80.31371602
638	80.29227572
639	80.26970009
640	80.25176823
641	80.20659758
642	80.18547047
643	80.13665188
644	80.12323746
645	80.08392191
646	80.05306863
647	80.00754684
648	79.97592508
649	79.9584252
650	79.92851759
651	79.87613696
652	79.85539707
653	79.83316168
654	79.82423701
655	79.81714204
656	79.80785773
657	79.77399242
658	79.72487374
659	79.69423771
660	79.64976319
661	79.62813868
662	79.59620853
663	79.57437587
664	79.54609755
665	79.50570149
666	79.49463902
667	79.46488103
668	79.44467256
669	79.42753348
670	79.4104241
671	79.3803995
672	79.36441105
673	79.34301938
674	79.32941584
675	79.28758314
676	79.25828211
677	79.22897476
678	79.21124408
679	79.19151476
680	79.18093374
681	79.09732472
682	79.05965489
683	79.01441406
684	78.99785541
685	78.98111505
686	78.94413094
687	78.90043138
688	78.88889871
689	78.8724078
690	78.85496063
691	78.8307008
692	78.81374887
693	78.78796955
694	78.75597439
695	78.73010554
696	78.71961194
697	78.69064428
698	78.67138819
699	78.53605173
700	78.50652602
701	78.48501719
702	78.45728159
703	78.43728264
704	78.43034295
705	78.39242403
706	78.36127351
707	78.34090329
708	78.31991238
709	78.24990826
710	78.20542638
711	78.17780967
712	78.1711287
713	78.1496255
714	78.14594374
715	78.09394652
716	78.08136186
717	78.05744624
718	78.04861406
719	78.01588575
720	77.99906597
721	77.98489138
722	77.96332737
723	77.9414618
724	77.91614547
725	77.88450571
726	77.85443916
727	77.77564021
728	77.73204171
729	77.7259697
730	77.70743095
731	77.68374132
732	77.66531712
733	77.625974
734	77.6193811
735	77.60717271
736	77.60143991
737	77.57183832
738	77.5500729
739	77.5150767
740	77.5044436
741	77.47973113
742	77.38666721
743	77.37226585
744	77.32148068
745	77.31439277
746	77.27323723
747	77.25746545
748	77.25125514
749	77.22460298
750	77.21039981
751	77.18639699
752	77.07508862
753	77.05534076
754	77.03380547
755	77.01403894
756	76.99408657
757	76.96968948
758	76.94838624
759	76.92876647
760	76.84416176
761	76.82635235
762	76.78612781
763	76.77166552
764	76.75597333
765	76.71083727
766	76.66226871
767	76.6230995
768	76.60706904
769	76.5734163
770	76.54093541
771	76.52739891
772	76.50833117
773	76.47685404
774	76.45397364
775	76.438807
776	76.42254687
777	76.39551291
778	76.37558694
779	76.36446132
780	76.34912462
781	76.30575129
782	76.27114535
783	76.25632311
784	76.23502213
785	76.21725854
786	76.20151243
787	76.15238331
788	76.13466043
789	76.0488696
790	76.02925369
791	76.00903285
792	75.98045012
793	75.96070983
794	75.94192213
795	75.92129842
796	75.8999413
797	75.88200927
798	75.86202804
799	75.83897458
800	75.80314196
801	75.7923271
802	75.75307503
803	75.73611813
804	75.72486775
805	75.7186018
806	75.67552187
807	75.66665503
808	75.65913593
809	75.62994254
810	75.60448337
811	75.59644093
812	75.57448512
813	75.56166459
814	75.55404974
815	75.536856
816	75.5194759
817	75.48997655
818	75.45887182
819	75.44354802
820	75.42966434
821	75.4168667
822	75.39763994
823	75.39064608
824	75.3656552
825	75.35561367
826	75.34309215
827	75.31952327
828	75.30273023
829	75.28685722
830	75.27416987
831	75.2535287
832	75.23820739
833	75.21774025
834	75.19241665
835	75.17746115
836	75.16401703
837	75.13175403
838	75.1222015
839	75.10754924
840	75.09258778
841	75.08585616
842	75.07067864
843	75.05953285
844	75.04423385
845	75.02639906
846	75.00882783
847	74.97065481
848	74.93043883
849	74.85010719
850	74.82859333
851	74.82246369
852	74.81395563
853	74.77430606
854	74.75688656
855	74.72039555
856	74.70521716
857	74.68036614
858	74.66906086
859	74.64949384
860	74.63918483
861	74.62869011
862	74.53542987
863	74.52075972
864	74.48690454
865	74.47875626
866	74.45881265
867	74.45032005
868	74.42455883
869	74.40144882
870	74.37680946
871	74.35925279
872	74.34087263
873	74.3267041
874	74.31970211
875	74.29970195
876	74.28597881
877	74.26889436
878	74.25527836
879	74.23725714
880	74.10822312
881	74.09483227
882	74.06468978
883	74.04650931
884	74.0357836
885	74.01892537
886	73.98438921
887	73.9607941
888	73.92930094
889	73.89661008
890	73.87346525
891	73.86137232
892	73.8334257
893	73.76834314
894	73.74186523
895	73.73212402
896	73.71097165
897	73.69454744
898	73.68008543
899	73.65972692
900	73.64317983
901	73.63388955
902	73.61372308
903	73.5683727
904	73.55620982
905	73.53183452
906	73.51708985
907	73.50338027
908	73.43682982
909	73.41160048
910	73.38097705
911	73.36898402
912	73.35145087
913	73.32850109
914	73.30820426
915	73.29317347
916	73.27655992
917	73.2624734
918	73.25001565
919	73.22949685
920	73.1881136
921	73.17418449
922	73.15808218
923	73.1364231
924	73.11740685
925	73.10473647
926	73.08574299
927	73.0598605
928	72.99775753
929	72.98630915
930	72.96819367
931	72.95317631
932	72.92829523
933	72.92332489
934	72.83019254
935	72.82367697
936	72.79738289
937	72.79090468
938	72.75493881
939	72.73330597
940	72.71989906
941	72.71002847
942	72.70067684
943	72.68443657
944	72.66814276
945	72.65587703
946	72.63709651
947	72.62213232
948	72.60816696
949	72.57678517
950	72.5592265
951	72.54625885
952	72.53369552
953	72.51352434
954	72.49497177
955	72.47220142
956	72.45375503
957	72.44403598
958	72.43696944
959	72.41650256
960	72.40631356
961	72.39095206
962	72.3810195
963	72.35314783
964	72.34284564
965	72.33027814
966	72.30908308
967	72.29112334
968	72.28029375
969	72.24806957
970	72.22871894
971	72.2171867
972	72.20822386
973	72.19324376
974	72.16218872
975	72.13024766
976	72.11730236
977	72.09853848
978	72.07088765
979	72.05399359
980	72.0380529
981	72.01516171
982	72.00774599
983	71.99798387
984	71.98950833
985	71.97755295
986	71.95923331
987	71.94479555
988	71.91509682
989	71.91033184
990	71.898705
991	71.79093799
992	71.77153857
993	71.76096476
994	71.74435611
995	71.71732704
996	71.70984407
997	71.6800469
998	71.66152745
999	71.64148135
